SERIAL,DEPARTMENTID,HALLSTATUS,DISTRICT,THANA,SEX,PLACEOFBIRTH,STARTINGACADEMICYEAR2,ADMISSIONDATE,COURSENUMBER,LETTERGRADE,CLASSATTENDENCEMARKS,CLASSTESTMARKS,PARTAMARKS,PARTBMARKS,TOTALNUMBER,LEVELNAME,TERMNAME,GPA,CGPA,TERMCOUNT,CRHREARNED,TOTCRHRCOMPLETED
"15,318",CE,Resident,Chittagong,Patia,M,Chittagong,,03/27/2012 00:00:00,MATH 137,B+,30,47,64,57,198,1,1,3,3,1,19,19
"15,318",CE,Resident,Chittagong,Patia,M,Chittagong,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,318",CE,Resident,Chittagong,Patia,M,Chittagong,,03/27/2012 00:00:00,PHY 101,A-,30,44,64,77,215,1,1,3,3,1,19,19
"15,318",CE,Resident,Chittagong,Patia,M,Chittagong,,03/27/2012 00:00:00,PHY 102,A-,,,,,105,1,1,3,3,1,19,19
"15,318",CE,Resident,Chittagong,Patia,M,Chittagong,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,318",CE,Resident,Chittagong,Patia,M,Chittagong,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,CE 100,A-,,,,,105,1,1,4,4,1,19,19
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,CE 101,A-,30,47,79,53,209,1,1,4,4,1,19,19
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,CHEM 103,A,30,50,71,74,225,1,1,4,4,1,19,19
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,CHEM 114,A,,,,,112,1,1,4,4,1,19,19
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,HUM 375,A,20,34,52,46,152,1,1,4,4,1,19,19
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,MATH 137,A-,30,52,80,52,214,1,1,4,4,1,19,19
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,PHY 101,B+,30,54,44,66,194,1,1,4,4,1,19,19
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,PHY 102,A,,,,,113,1,1,4,4,1,19,19
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,319",CE,Attached,Bogra,Gabtoli,F,Bogra,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,CE 100,C+,,,,,81,1,1,3,3,1,10,10
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,CE 101,F,24,17,10,28,79,1,1,3,3,1,10,10
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,CHEM 103,D,30,27,49,23,129,1,1,3,3,1,10,10
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,CHEM 114,A-,,,,,108,1,1,3,3,1,10,10
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,HUM 355,C,20,24,25,22,91,1,1,3,3,1,10,10
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,MATH 137,F,27,24,26,8,85,1,1,3,3,1,10,10
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,PHY 101,F,30,30,11,16,87,1,1,3,3,1,10,10
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,PHY 102,A-,,,,,105,1,1,3,3,1,10,10
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,320",CE,Attached,Jaipurhat,Akkelpur,M,Jaipurhat,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,CE 100,B,,,,,92,1,1,3,3,1,19,19
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,CE 101,B,30,37,72,49,188,1,1,3,3,1,19,19
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,CHEM 103,B+,30,43,71,54,198,1,1,3,3,1,19,19
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,CHEM 114,A-,,,,,106,1,1,3,3,1,19,19
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,HUM 375,A+,20,33,53,55,161,1,1,3,3,1,19,19
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,MATH 137,B+,30,52,70,43,195,1,1,3,3,1,19,19
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,PHY 101,A-,27,44,68,80,219,1,1,3,3,1,19,19
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,PHY 102,A-,,,,,105,1,1,3,3,1,19,19
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,321",CE,Resident,Faridpur,Kotwali,M,Faridpur,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,CE 100,A-,,,,,105,1,1,3,3,1,19,19
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,CE 101,D,30,50,32,7,119,1,1,3,3,1,19,19
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,CHEM 103,B+,30,50,61,61,202,1,1,3,3,1,19,19
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,CHEM 114,A+,,,,,120,1,1,3,3,1,19,19
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,HUM 355,A,20,32,58,44,154,1,1,3,3,1,19,19
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,MATH 137,D,30,55,37,3,125,1,1,3,3,1,19,19
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,PHY 101,B,30,49,33,70,182,1,1,3,3,1,19,19
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,PHY 102,A-,,,,,109,1,1,3,3,1,19,19
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,322",CE,Attached,Pirojpur,Nesarabad,F,Pirojpur,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,CE 100,C,,,,,69,1,1,3,3,1,19,19
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,CE 101,A-,30,39,88,52,209,1,1,3,3,1,19,19
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,CHEM 103,B-,30,43,48,49,170,1,1,3,3,1,19,19
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,CHEM 114,A,,,,,115,1,1,3,3,1,19,19
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,HUM 355,B+,20,28,46,41,135,1,1,3,3,1,19,19
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,MATH 137,A+,30,45,87,84,246,1,1,3,3,1,19,19
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,PHY 101,B+,27,35,52,80,194,1,1,3,3,1,19,19
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,PHY 102,B+,,,,,98,1,1,3,3,1,19,19
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,323",CE,Resident,Chittagong,Mirsharai,M,Chittagong,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,CE 100,A-,,,,,106,1,1,3,3,1,19,19
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,CE 101,B-,24,40,64,37,165,1,1,3,3,1,19,19
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,CHEM 103,B-,24,42,47,52,165,1,1,3,3,1,19,19
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,CHEM 114,A+,,,,,131,1,1,3,3,1,19,19
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,HUM 375,B+,20,32,40,44,136,1,1,3,3,1,19,19
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,MATH 137,B,30,48,77,24,179,1,1,3,3,1,19,19
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,PHY 101,B,27,40,40,74,181,1,1,3,3,1,19,19
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,PHY 102,A,,,,,116,1,1,3,3,1,19,19
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,324",CE,Resident,Rangpur,Rangpur Pourasava,F,Rangpur,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CE 100,B+,,,,,100,1,1,3,3,1,19,19
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CE 101,C+,27,35,62,31,155,1,1,3,3,1,19,19
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CHEM 103,B-,27,41,56,41,165,1,1,3,3,1,19,19
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CHEM 114,A-,,,,,106,1,1,3,3,1,19,19
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,HUM 355,B,20,34,41,30,125,1,1,3,3,1,19,19
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,MATH 137,B-,18,50,56,40,164,1,1,3,3,1,19,19
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,PHY 101,B,24,48,43,68,183,1,1,3,3,1,19,19
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,PHY 102,A-,,,,,109,1,1,3,3,1,19,19
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,325",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CE 100,A-,,,,,109,1,1,3,3,1,19,19
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CE 101,B,30,41,80,33,184,1,1,3,3,1,19,19
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CHEM 103,B,30,34,55,70,189,1,1,3,3,1,19,19
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,CHEM 114,A+,,,,,122,1,1,3,3,1,19,19
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,HUM 355,B+,20,31,46,35,132,1,1,3,3,1,19,19
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,MATH 137,A-,30,52,67,65,214,1,1,3,3,1,19,19
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,PHY 101,B-,30,43,33,61,167,1,1,3,3,1,19,19
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,PHY 102,A,,,,,113,1,1,3,3,1,19,19
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,326",CE,Resident,Rajshahi,Boalia,M,Rajshahi,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,CE 100,B-,,,,,85,1,1,4,4,1,19,19
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,CE 101,A-,30,53,93,42,218,1,1,4,4,1,19,19
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,CHEM 103,A-,30,44,78,58,210,1,1,4,4,1,19,19
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,CHEM 114,A+,,,,,131,1,1,4,4,1,19,19
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,HUM 375,A+,20,33,58,51,162,1,1,4,4,1,19,19
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,MATH 137,A+,30,52,80,79,241,1,1,4,4,1,19,19
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,PHY 101,A+,30,51,97,76,254,1,1,4,4,1,19,19
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,PHY 102,A-,,,,,106,1,1,4,4,1,19,19
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,327",CE,Resident,Tangail,Tangail Sadar,M,Tangail,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,CE 100,A,,,,,112,1,1,4,4,1,19,19
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,CE 101,A+,30,48,78,83,239,1,1,4,4,1,19,19
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,CHEM 103,A-,30,47,65,73,215,1,1,4,4,1,19,19
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,CHEM 114,A+,,,,,120,1,1,4,4,1,19,19
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,HUM 355,A+,20,34,53,60,167,1,1,4,4,1,19,19
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,MATH 137,A-,30,54,77,59,220,1,1,4,4,1,19,19
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,PHY 101,B,30,52,40,67,189,1,1,4,4,1,19,19
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,PHY 102,A-,,,,,106,1,1,4,4,1,19,19
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,328",CE,Resident,Rajshahi,Boalia,F,Rajshahi,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,CE 100,C+,,,,,78,1,1,3,3,1,19,19
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,CE 101,B-,30,30,67,48,175,1,1,3,3,1,19,19
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,CHEM 103,C+,27,37,60,29,153,1,1,3,3,1,19,19
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,CHEM 114,A,,,,,114,1,1,3,3,1,19,19
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,EEE 165,,,,,,,1,2,,,2,,
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,HUM 185,,,,,,,1,2,,,2,,
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,HUM 274,,,,,,,1,2,,,2,,
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,HUM 355,B,20,30,32,41,123,1,1,3,3,1,19,19
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,MATH 137,A-,24,49,75,61,209,1,1,3,3,1,19,19
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,MATH 139,,,,,,,1,2,,,2,,
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,PHY 101,C+,21,19,41,74,155,1,1,3,3,1,19,19
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,PHY 102,B+,,,,,98,1,1,3,3,1,19,19
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,PHY 151,,,,,,,1,2,,,2,,
"15,329",CE,Resident,Pabna,Isurdi,M,Pabna,,03/27/2012 00:00:00,SHOP 132,,,,,,,1,2,,,2,,
"15,330",CE,Resident,Mymensingh,Nandail,M,Mymensingh,,03/27/2012 00:00:00,CE 100,A+,,,,,120,1,1,3,3,1,16,16
"15,330",CE,Resident,Mymensingh,Nandail,M,Mymensingh,,03/27/2012 00:00:00,CE 101,B+,30,58,72,43,203,1,1,3,3,1,16,16
"15,330",CE,Resident,Mymensingh,Nandail,M,Mymensingh,,03/27/2012 00:00:00,CE 102,,,,,,,1,2,,,2,,
"15,330",CE,Resident,Mymensingh,Nandail,M,Mymensingh,,03/27/2012 00:00:00,CE 103,,,,,,,1,2,,,2,,
